p_id,agent_type,sex,age,min_static_exposure,mean_static_exposure,mean_raw_diff,mean_abs_diff,max_abs_diff,mpd,mapd,non_home_hours,unique_nonhome_nontravel_hexes,num_location_changes,min_transition_distance_km,avg_transition_distance_km,max_transition_distance_km,travel_hours
2015000000253-2721503,student__lf_elig,male,16.0,9.995283614279488,11.535258731144191,-0.411099843590943,0.4977144148833862,2.269952859120723,-3.460116842899847,4.27201507214177,56,11,24,0.9399026273455208,2.867585352464982,5.643625668950205,0
2015000000253-2721504,student__age10_15,male,13.0,9.995283614279488,11.535258731144193,-0.3170642565058899,0.3328927520714779,1.8282888761235228,-2.7767946697819177,2.92473112903965,43,10,22,0.9399729341814947,2.236751940992889,6.116379812675821,0
2015000000253-2721601,retired,male,83.0,8.864746094322975,10.327243201338973,-0.048792890929975706,0.06414925764107303,1.2899348037321747,-0.5230244230288745,0.6867694025919768,11,6,9,0.9370493890973051,12.030150647595157,48.206327518594776,0
2015000000253-2721602,retired,female,72.0,8.864746094322975,10.327243201338977,-0.0316113782513372,0.1260368096004569,1.224327187742933,-0.31321280081652847,1.3642858219030713,22,5,10,0.9370493890973051,10.941183036152392,49.08060175816741,0
2015000000253-2721603,student__lf_elig,male,16.0,8.864746094322975,10.327243201338977,-0.09220892617553605,0.18451732213089803,2.481956493383832,-0.8345445891989307,1.7116507090006523,62,9,24,0.9365247500696169,2.83358261168981,7.370020496481836,0
2015000000253-2721604,student__age10_15,male,13.0,8.864746094322975,10.327243201338973,-0.07599412042819201,0.16478553806379942,3.2046566270490615,-0.7519589200214426,1.5962897146582702,50,10,22,0.9369119446530174,2.0865375179630052,4.434437053121925,0
2015000000253-2988201,retired,male,83.0,8.51135575583746,9.914980003130202,0.0034165991352529033,0.01038117682780855,0.3771884431221828,0.04583195587043559,0.10611901220234847,13,7,15,0.9367029883676842,1.5657653830842377,2.5561800530372616,0
2015000000253-2988202,retired,female,72.0,8.51135575583746,9.914980003130186,-0.024340394480687828,0.04141781981204051,0.5156994467821043,-0.2347850344199285,0.43051397660102625,21,8,14,0.9397619146253193,2.0717205806579178,3.3277516866401657,0
2015000000253-2988203,student__lf_elig,male,16.0,8.51135575583746,9.914980003130212,0.12472310666004442,0.15662773637951258,2.2695124873904096,1.2980681816132706,1.6456572968445764,52,9,23,0.9368288364410626,2.0795858668455414,3.759751056993365,0
2015000000253-2988204,student__age10_15,male,13.0,8.51135575583746,9.914980003130198,0.7313308661801464,0.7345763734159144,4.847360737301912,7.375883967227062,7.405267734276609,55,9,21,0.9369119446530174,2.6853242939304556,4.342783080360497,0
2015000000253-2988301,retired,male,83.0,8.51135575583746,9.914980003130212,0.08942549495895001,0.12895187758752108,3.384271681054541,0.9356971026694818,1.375039931918052,20,7,15,0.9367978821365991,1.4709029120004196,3.424700315083915,0
2015000000253-2988302,retired,female,72.0,8.51135575583746,9.914980003130207,0.11167398158563739,0.11611283031888159,3.384271681054541,1.18405356214504,1.2361840574646303,21,7,14,0.9367978821365991,2.0015578549256423,3.424700315083915,0
2015000000253-2988303,student__lf_elig,male,16.0,8.51135575583746,9.914980003130218,0.23183886052309072,0.2515970507327546,6.217178819464232,2.631200874967768,2.8326877934980588,39,13,25,0.9367861443969053,1.859333403063049,5.1128774189256125,0
2015000000253-2988304,student__age10_15,male,13.0,8.51135575583746,9.914980003130202,0.06947841032349095,0.10526680152145827,0.9291653244440585,0.7146158260825145,1.0446570347974682,58,6,19,0.9369546099881262,2.332415630499901,3.360384968122709,0
2015000000253-2988401,retired,male,83.0,8.714250983102815,10.136751957936966,0.038836444021436635,0.051423361175598876,1.8734537386086654,0.40054281304027495,0.5342356277611301,16,8,13,0.9368501432437757,2.2516615110305787,3.7600322182344112,0
2015000000253-2988402,retired,female,72.0,8.714250983102815,10.136751957936978,-0.037292196773594646,0.04045650055161094,0.9215812116375837,-0.38462770119474055,0.41166865589949186,21,11,18,0.9367765817246341,1.6304619718553413,3.2131595168370435,0
2015000000253-2988403,student__lf_elig,male,16.0,8.714250983102815,10.136751957936983,0.027421240821948523,0.06879200759281824,2.454360879297008,0.24819383560786865,0.6862866584774886,45,9,22,0.9368288364410626,1.7692951737832707,4.047209310282691,0
2015000000253-2988404,student__age10_15,male,13.0,8.714250983102815,10.13675195793699,0.007918568580359945,0.10363234720899232,2.7477155205260555,0.0482543785144884,1.003619239395009,49,8,23,0.9369546099881262,2.033407573355793,4.192824944037067,0
2015000000253-3033701,retired,male,83.0,8.714250983102815,10.136751957936983,-0.03939209818267515,0.03939209818267515,1.165462880077861,-0.43316540321570357,0.43316540321570357,17,6,10,0.9398322874840473,1.6424042026728773,3.758906780845544,0
2015000000253-3033702,retired,female,72.0,8.714250983102815,10.136751957936978,-0.026409779711439558,0.08310787758406755,1.1676294734897468,-0.3630852010304231,0.7918200959321756,18,4,9,1.6641449625716513,13.21549964483098,51.53720480301343,0
2015000000253-3033703,student__lf_elig,male,16.0,8.714250983102815,10.136751957936978,0.08028070565394012,0.15984295066585652,2.5612471404455928,0.7661409119956923,1.563104214589555,65,11,25,0.9367765817246341,1.6789445298625185,3.2131595168370435,0
2015000000253-3033704,student__age10_15,male,13.0,8.714250983102815,10.136751957936983,0.950923456128609,0.958727376777664,4.35430665634539,9.256951348563959,9.340670715848159,51,7,20,0.936838367830534,2.6698916114197697,4.045219347758952,0
2015000000253-3033801,retired,male,83.0,8.51135575583746,9.914980003130196,0.00617608094230118,0.022874167893963016,0.7089118233766794,0.06814978459293607,0.2538128307291696,16,8,12,0.9365247500696169,1.8185857489955195,4.32705464134759,0
2015000000253-3033802,retired,female,72.0,8.51135575583746,9.914980003130191,-0.0039105037083473244,0.021105003989893414,0.48871162246643074,-0.050826929301,0.22767120492815945,13,7,14,0.9367978821365991,1.6746438617423165,2.5506232440439445,0
2015000000253-3033803,student__lf_elig,male,16.0,8.51135575583746,9.914980003130207,0.19987995432858818,0.2135119956216729,3.2407696014825778,2.0976247217993316,2.2361963331245494,58,10,23,0.969634046707657,1.952478073642949,3.4901085003798964,0
2015000000253-3033804,student__age10_15,male,13.0,8.51135575583746,9.914980003130193,0.055079958210723146,0.09275009456397938,2.470572512592801,0.6336329473259243,0.9773695256092653,38,7,18,0.9400432079823022,2.3354144274640727,4.277729206569343,0
2015000000253-3083101,retired,male,83.0,8.087639464302656,9.60653776581471,0.01228428742173015,0.029927431283792733,1.3207121177777559,0.1545498496252481,0.3257617516496802,8,6,11,0.9397276048730324,1.63559371726165,3.3537046418592107,0
2015000000253-3083102,retired,female,72.0,8.087639464302656,9.606537765814718,-0.005600207004120984,0.03624257582212576,0.8671167900855803,-0.07327142519197938,0.42329002001996496,12,5,13,0.9368404045120727,1.8897068687525982,4.6849367259162085,0
2015000000253-3083103,student__lf_elig,male,16.0,8.087639464302656,9.606537765814718,-0.28073937612141303,0.28488745531833815,1.8529453471135486,-2.8707795866836734,2.9156522040236497,68,9,22,0.9363578796726141,3.6660344370652735,8.030463906418031,0
2015000000253-3083104,student__age10_15,male,13.0,8.087639464302656,9.60653776581472,-0.1758978535679053,0.20157069801218988,0.9719136841255409,-1.8072801239819154,2.0649683930808975,46,7,18,0.9363578796726141,4.174639490377455,8.26782326552476,0
2015000000253-3083201,retired,male,83.0,8.087639464302656,9.606537765814712,-0.021089461247757287,0.038565505242852065,1.3207121177777559,-0.22284324399367553,0.4293932792781537,16,6,10,0.9368404045120727,11.977617822995017,51.96376538342254,0
2015000000253-3083202,retired,female,72.0,8.087639464302656,9.606537765814716,0.008898756494011157,0.05759966250021874,0.8671167900855803,0.10072859755085055,0.6580552821750457,17,6,14,0.9368404045120727,8.781652239080238,52.70168121207187,0
2015000000253-3083203,student__lf_elig,male,16.0,8.087639464302656,9.606537765814707,0.1626184085959563,0.17452101047487723,2.379305479553084,1.6697013646491128,1.7662870117240863,56,6,17,0.9399591461107994,4.3702403687564315,5.92101400772584,0
2015000000253-3083204,student__age10_15,male,13.0,8.087639464302656,9.606537765814712,-0.20281543706863717,0.2287874016556133,0.9719136841255409,-2.0247809260010663,2.3153177322862346,61,6,20,0.9363578796726141,3.8103225581845117,8.030463906418031,0
2015000000253-3083301,retired,male,83.0,8.087639464302656,9.606537765814707,0.007537083501520862,0.035366172647925194,0.6326423772771399,0.06192635062004037,0.3803987418338663,15,5,9,0.9368404045120727,12.875657273126507,51.96376538342254,0
2015000000253-3083302,retired,female,72.0,8.087639464302656,9.606537765814707,0.011745782458250045,0.019540222051083727,0.9027832195575023,0.13793112661594661,0.22476282230924743,7,6,10,0.9368404045120727,2.3419970195361715,5.622144322581085,0
2015000000253-3083303,student__lf_elig,male,16.0,8.087639464302656,9.606537765814716,0.15209622809553808,0.15506599308909108,0.870787828783735,1.567938514992489,1.5911101120739137,66,7,20,0.9368404045120727,2.4334201783707234,6.1772455673206546,0
2015000000253-3083304,student__age10_15,male,13.0,8.087639464302656,9.606537765814714,0.17486600952080694,0.19839855268432077,2.379305479553084,1.7093768550626438,2.0003460960554222,50,8,18,0.9368404045120727,2.166911779928675,4.267890788858775,0
2015000000253-3083401,retired,male,83.0,8.087639464302656,9.606537765814704,-0.0013816145287924694,0.04036201919081402,0.7869703051945702,-0.03625463139295726,0.44145395542778176,14,6,12,0.9366409879995671,9.749611435271401,52.096149294582986,0
2015000000253-3083402,retired,female,72.0,8.087639464302656,9.6065377658147,0.04088070954623154,0.04429212845375249,0.8671167900855803,0.4796053707446013,0.5164857211632093,19,7,15,0.9368404045120727,1.7602832315145975,4.684675385123629,0
2015000000253-3083403,student__lf_elig,male,16.0,8.087639464302656,9.606537765814707,0.06697471546269998,0.1580651376686777,0.843878864013698,0.6869327942829255,1.5940463103662397,72,9,23,0.9371764814605507,3.213700197657104,6.1772455673206546,0
2015000000253-3083404,student__age10_15,male,13.0,8.087639464302656,9.606537765814721,-0.183477221137566,0.22328586088418273,1.3728208576364764,-1.809650754243249,2.269777742678906,53,10,21,0.9695348612565284,4.113636324716795,8.030463906418031,0
2015000000253-3604801,retired,male,83.0,8.718848856403893,10.282980058851768,-0.024753951616552344,0.04443280944352107,0.9753688518517123,-0.2626644163381341,0.4883691871292327,15,5,14,0.969609200375522,8.452452087097436,50.15298523890964,0
2015000000253-3604802,retired,female,72.0,8.718848856403893,10.28298005885177,-0.04891264604246953,0.04891264604246953,0.9753688518517123,-0.5240995019967171,0.5240995019967171,12,5,11,0.9398872704189328,10.221202097204873,50.15298523890964,0
2015000000253-3604803,student__lf_elig,male,16.0,8.718848856403893,10.282980058851754,-0.14752423026066103,0.15391097431339343,1.653717879554673,-1.4753947795975455,1.5219660291659154,50,10,25,0.9370608155273443,1.6994925946278374,6.118431979553273,0
2015000000253-3604804,student__age10_15,male,13.0,8.718848856403893,10.282980058851756,-0.09779554332557042,0.10670309925742824,1.4997360736624312,-0.9237606923307794,1.0220668851726658,48,8,22,0.9369873770791978,1.5558715642378784,3.4129773066475826,0
2015000000253-5790701,retired,male,83.0,8.384713195146485,9.595732967288805,0.03118121728773296,0.04529501044213169,1.0884450331406121,0.3419093323414939,0.5018499646329673,20,6,15,0.9373542500079508,1.7472216510007788,3.4136152696361237,0
2015000000253-5790702,retired,female,72.0,8.384713195146485,9.595732967288805,0.05310145876686896,0.05310145876686896,1.707157703799199,0.5993653996407782,0.5993653996407782,17,6,15,0.9401357710973504,1.2585210054659763,1.939700289542437,0
2015000000253-5790703,student__lf_elig,male,16.0,8.384713195146485,9.595732967288805,0.592907458775464,0.592907458775464,2.9719434176252264,6.207382991887113,6.207382991887113,44,8,21,0.9373753333493594,3.100789008490082,6.563676788049721,0
2015000000253-5790704,student__age10_15,male,13.0,8.384713195146485,9.595732967288807,0.7778708568153595,0.7812410137439547,3.446669200456311,7.843459822493498,7.883049792364593,56,11,25,0.9377203233244563,2.614205119170931,4.9176405077477074,0
2015000000253-5790801,retired,male,83.0,9.021961203143718,10.583699490119667,0.04749549320555412,0.11051902283492095,1.11833221235422,0.41083697410858905,1.0722354005291426,26,11,19,0.9374696295175571,1.4312308666810918,3.7495634934469657,0
2015000000253-5790802,retired,female,72.0,9.021961203143718,10.583699490119654,0.07024229671442013,0.09408835712899359,2.1872470345873154,0.7077402120301527,0.9274828452522741,15,8,16,0.9377934418374014,1.7242794089473779,3.414976420409653,0
2015000000253-5790803,student__lf_elig,male,16.0,9.021961203143718,10.583699490119646,-0.23856821925685662,0.23856821925685662,1.5432480256188743,-2.230286144359808,2.230286144359808,43,5,17,0.9373753333493594,1.5663106722971354,2.4583385208539665,0
2015000000253-5790804,student__age10_15,male,13.0,9.021961203143718,10.58369949011965,0.5086026051212413,0.5230495254238774,2.46518335073622,4.750018364799959,4.903656104992282,57,9,19,0.937803537708441,2.5321688386102097,4.051397694942083,0
2015000000486-172901,homemaker,female,29.0,7.263181413763464,8.24133009632952,-0.005251742726403153,0.027405318678894963,0.6184105690473682,-0.05532684734956758,0.3002568058282656,13,5,9,0.9325938553349945,3.0248104716936375,5.763864678434565,0
2015000000486-172902,worker_only,male,30.0,7.263181413763464,8.24133009632953,-0.17779585056760738,0.17779585056760738,1.1901815328935417,-2.10596562993118,2.10596562993118,42,5,15,1.592988784447917,3.1220008990344126,6.526104130304399,0
2015000000486-172903,youth__age_under05,female,4.0,7.263181413763464,8.241330096329532,-0.00272802045634732,0.062083735778705976,1.0208283099580289,-0.011865808062621015,0.7811444399148328,34,14,24,0.9327763999472047,3.369242267429747,12.627781456560161,0
2015000000486-172904,youth__age_under05,female,1.0,7.263181413763464,8.241330096329522,-0.04121721518191338,0.04437132947841181,0.7044884680187593,-0.45796155230603236,0.49903303201666477,22,9,16,0.932848495774191,2.4659904422803964,5.583762042803228,0
2015000000486-172905,youth__age_under05,female,0.0,7.263181413763464,8.241330096329522,-0.0301995250379011,0.07371666332290223,1.2150439654876237,-0.3149433893991446,0.8413714936617713,25,10,17,0.932848495774191,3.2294893993428357,9.087104360139008,0
2015000000486-204201,homemaker,female,29.0,8.136542315765064,9.101592134523413,-0.04605408171638157,0.06390855711990359,0.7530812861365614,-0.5052748396055091,0.6973110784685637,33,8,13,0.9300403121472786,6.729676420753673,19.234585486988685,0
2015000000486-204202,worker_only,male,30.0,8.136542315765064,9.101592134523411,7.458053576032897e-05,0.013655377686448845,1.1533164906655706,-0.013625525550826151,0.15328563429621186,2,2,4,0.9654102863336546,5.56208373388052,10.158757181427386,0
2015000000486-204203,youth__age_under05,female,4.0,8.136542315765064,9.10159213452342,-0.02059640422740839,0.06994052538978282,1.461123999287489,-0.19938628390202742,0.6969688391698479,18,7,15,0.9300403121472786,1.9227624608645302,7.9183540415154505,0
2015000000486-204204,youth__age_under05,female,1.0,8.136542315765064,9.101592134523408,-0.0015393900732877015,0.08819406376668001,1.461123999287489,0.02738101558625274,0.9152257590110849,27,8,22,0.9300403121472786,2.9630414161812557,14.044583956218263,0
2015000000486-204205,youth__age_under05,female,0.0,8.136542315765064,9.10159213452342,-0.011830610977746075,0.08423344297818032,2.3896728062406147,-0.09775222797987124,0.8920780735794523,29,9,19,0.9300403121472786,3.87477653612737,16.06420846766325,0
2015000000486-2719901,homemaker,female,29.0,8.464336591069534,9.888796354259991,-0.022437107390881044,0.12777258757831045,1.0927050944079522,-0.2598104197786651,1.327470918974572,39,10,26,0.9320920886635534,1.444997306315639,2.510076729512713,0
2015000000486-2719902,worker_only,male,30.0,8.464336591069534,9.888796354260004,-0.06490312244476543,0.08806807194243908,1.1319930997858867,-0.692222809657327,0.9658998928928205,28,5,12,0.9321668496925055,2.0664134152691145,2.5431204783708123,0
2015000000486-2719903,youth__age_under05,female,4.0,8.464336591069534,9.888796354260007,-0.018687327700541267,0.044704115662635366,1.0927050944079522,-0.21932091329322387,0.454594011890342,11,5,11,0.9321668496925055,1.3035213302754503,1.868353243787465,0
2015000000486-2719904,youth__age_under05,female,1.0,8.464336591069534,9.888796354259998,-0.025397159591284864,0.05141394755337896,1.0927050944079522,-0.2765203525737663,0.5117934511708845,12,5,11,0.9321668496925055,1.4733782421463628,1.868353243787465,0
2015000000486-2719905,youth__age_under05,female,0.0,8.464336591069534,9.888796354259998,0.011051017706577524,0.08569740165432911,1.0927050944079522,0.05940363465036224,0.8643139425267437,35,10,27,0.9321668496925055,1.505351117207321,2.5430789476628233,0
2015000000486-2720001,homemaker,female,29.0,8.464336591069534,9.888796354259995,-0.004681021726032643,0.10625133638279823,0.8519649182552538,-0.05216975360452751,1.1394288381652886,42,15,34,0.9320920886635534,1.4748669668486551,3.473849920541874,0
2015000000486-2720002,worker_only,male,30.0,8.464336591069534,9.888796354260005,-0.09528785888170191,0.09528785888170191,1.0612058422531483,-1.0038238384540585,1.0038238384540585,26,3,12,1.868353243787465,3.307552271032064,4.2442138032385,0
2015000000486-2720003,youth__age_under05,female,4.0,8.464336591069534,9.888796354259998,-0.05245740215285047,0.118763522904324,0.9435678023959522,-0.5824003250811316,1.2101031091071695,45,12,29,0.9321668496925055,1.4754824336119188,2.8019836482729024,0
2015000000486-2720004,youth__age_under05,female,1.0,8.464336591069534,9.888796354259993,-0.044381542094431264,0.162431632607221,0.9913482697936278,-0.4330252299439007,1.7581920296260476,50,13,33,0.932017296730567,1.4366560499683438,3.3066381360317405,0
2015000000486-2720005,youth__age_under05,female,0.0,8.464336591069534,9.888796354259995,-0.019742271709169038,0.05155176115292461,0.8519649182552538,-0.20333495123614395,0.5407991018548804,27,10,20,0.9321668496925055,1.7470904669072655,3.3388045869952228,0
2015000000486-2720101,homemaker,female,29.0,8.464336591069534,9.888796354259991,-0.01917835747945212,0.10735019628231487,0.8305073002078842,-0.23266807091203842,1.0849089151489066,48,14,33,0.9322415798010885,1.4122175597439288,2.5464021948879103,0
2015000000486-2720102,worker_only,male,30.0,8.464336591069534,9.888796354259995,-0.20804495987813418,0.20804495987813418,1.0585218739253914,-2.1260921676321978,2.1260921676321978,60,4,14,1.653601526946709,3.361515913932187,4.149678988608578,0
2015000000486-2720103,youth__age_under05,female,4.0,8.464336591069534,9.888796354259998,-0.009087396085414682,0.0948689451984049,0.8519649182552538,-0.0843518277181754,0.9850935786212479,33,9,24,0.9321668496925055,1.4340386045752844,2.54294708840813,0
2015000000486-2720104,youth__age_under05,female,1.0,8.464336591069534,9.888796354259997,-0.03088197948168278,0.0776032347412529,0.9913482697936278,-0.3683429946062073,0.7854131764510717,41,10,21,0.9321668496925055,1.4005338922108344,3.1925764781409014,0
2015000000486-2720105,youth__age_under05,female,0.0,8.464336591069534,9.888796354259995,0.014204275705753625,0.08163630141683346,0.8519649182552538,0.12897182203067398,0.8076998225085601,40,11,22,0.9321457898542437,1.570584958695729,1.9330503760121909,0
2015000000486-2841801,homemaker,female,29.0,7.891205584510411,9.581351066418252,-0.0005792537754264101,0.03681015571620146,0.5884577736154633,-0.013113409388892265,0.37591242599013414,29,11,27,0.9322205395643457,1.6640578382990714,3.338260290812311,0
2015000000486-2841802,worker_only,male,30.0,7.891205584510411,9.581351066418236,0.0057107315018307524,0.14682422671184417,1.410131870136368,0.10863479754619758,1.5914493070645668,56,14,30,0.9322625941300764,1.9899074388030178,4.149161237515832,0
2015000000486-2841803,youth__age_under05,female,4.0,7.891205584510411,9.58135106641824,-0.03951668176087544,0.07710275477161803,1.463503710076786,-0.41443218463127796,0.8032952303226953,43,15,28,0.9322205395643457,1.5088428328323984,3.3340059062677767,0
2015000000486-2841804,youth__age_under05,female,1.0,7.891205584510411,9.581351066418238,0.05283195071562959,0.09512957401704647,1.410131870136368,0.662589189429139,1.0657231053309517,39,13,32,0.9322952583405283,1.502280071019574,2.510076729512713,0
2015000000486-2841805,youth__age_under05,female,0.0,7.891205584510411,9.581351066418238,0.020863031043602136,0.0845307699607664,1.2537035524290232,0.22127074142505,0.8258023714119338,46,11,29,0.9322952583405283,1.7428352649452465,3.3387640361273783,0
2015000000486-2959801,homemaker,female,29.0,7.891205584510411,9.581351066418241,0.00939276774644843,0.10020193314360809,1.410131870136368,0.18859463627028655,1.029372525327871,37,12,30,0.9322952583405283,1.5807548862094698,2.510187755975716,0
2015000000486-2959802,worker_only,male,30.0,7.891205584510411,9.581351066418247,-0.187182138068854,0.1879386117637027,2.587466017475019,-1.895909571132925,1.9026777935199535,34,6,16,0.9322952583405283,3.272635399569604,6.164369982060188,0
2015000000486-2959803,youth__age_under05,female,4.0,7.891205584510411,9.581351066418238,0.0466050598222534,0.07603590599925084,1.463503710076786,0.49139873135905754,0.7893772870373859,30,10,28,0.9322952583405283,1.596180117196554,4.021441143867657,0
2015000000486-2959804,youth__age_under05,female,1.0,7.891205584510411,9.581351066418245,0.01060611348471445,0.06970795524219338,1.463503710076786,0.11641103022169873,0.7408454351026009,40,12,29,0.9321878836293215,1.6046029890376183,4.789243455892203,0
2015000000486-2959805,youth__age_under05,female,0.0,7.891205584510411,9.581351066418236,0.06107553805278402,0.1237299690834914,1.410131870136368,0.6185495096284014,1.2423845268571265,44,14,26,0.9322531393527274,1.5353115857107107,3.3342353193626972,0
2015000000486-3142801,homemaker,female,29.0,7.686094630956024,9.250743774310925,0.07868795736369975,0.07879673333459498,0.9962825742328718,0.8689387006106559,0.8699556957566794,31,13,26,0.9322088916588449,1.7760576894922764,4.249487431506877,0
2015000000486-3142802,worker_only,male,30.0,7.686094630956024,9.250743774310923,0.022592125965754144,0.022592125965754144,1.084658582409002,0.2544226955616861,0.2544226955616861,6,3,6,0.9342857704142316,1.4148858584669304,1.656759497913872,0
2015000000486-3142803,youth__age_under05,female,4.0,7.686094630956024,9.25074377431092,0.12332176376046614,0.12431340768104095,1.3228159991962336,1.38649508688187,1.3954377653532508,35,12,26,0.9322205395643457,1.9686671016742294,4.424041533377544,0
2015000000486-3142804,youth__age_under05,female,1.0,7.686094630956024,9.250743774310925,0.11372575675667898,0.11372575675667898,1.0047067505630132,1.1427611643593623,1.1427611643593623,35,10,22,0.9322205395643457,1.3324283830642358,3.306962826403569,0
2015000000486-3142805,youth__age_under05,female,0.0,7.686094630956024,9.25074377431092,0.09038411821778956,0.09137576213836437,1.455007745374095,0.9454411041559011,0.9543837826272819,31,11,20,0.9322205395643457,1.6257433972585047,3.4743523844387734,0
2015000000486-3142901,homemaker,female,29.0,7.686094630956024,9.25074377431092,0.1452725172108821,0.19321830702454226,2.014609480771135,1.6202971938146162,2.052673950696691,57,19,31,0.9322742118020881,1.7153159254578108,5.604185657012904,0
2015000000486-3142902,worker_only,male,30.0,7.686094630956024,9.250743774310916,-0.013035652823951915,0.03639740914855675,0.7372318111642233,-0.1509566228480747,0.4136887044613855,27,4,14,0.9325192289114467,2.467855521025956,3.398828435798492,0
2015000000486-3142903,youth__age_under05,female,4.0,7.686094630956024,9.250743774310925,0.09681902762695696,0.09773203054664169,0.979611648739942,1.0169399092785925,1.025173400539689,30,9,18,0.9323489192407558,1.7267375118438282,3.3133934978369144,0
2015000000486-3142904,youth__age_under05,female,1.0,7.686094630956024,9.25074377431092,0.0719174942538067,0.0719174942538067,0.7869088480165018,0.724026888227033,0.724026888227033,29,8,17,0.9323278663960284,1.4261497455302936,2.510187755975716,0
2015000000486-3142905,youth__age_under05,female,0.0,7.686094630956024,9.250743774310925,0.08235744946949933,0.08235744946949933,1.0047067505630132,0.826901135198143,0.826901135198143,32,9,21,0.9322742118020881,1.5791212850059002,6.161638174496925,0
2015000000486-4080901,homemaker,female,29.0,8.271612211943213,9.568727996114532,0.09142204418279436,0.19518390427860605,1.8941590354539368,1.1133814100480826,2.1344048725636524,31,9,15,0.9322765818145441,1.9363522010628424,6.085732473747643,0
2015000000486-4080902,worker_only,male,30.0,8.271612211943213,9.56872799611452,0.011510036685344808,0.011510036685344808,1.9336861631379278,0.12155222697478345,0.12155222697478345,1,1,2,1.5971479740002383,1.5971479740002383,1.5971479740002383,0
2015000000486-4080903,youth__age_under05,female,4.0,8.271612211943213,9.568727996114523,0.11481089894632192,0.31292428082938606,2.9938607097390655,1.2809331795382393,3.043754327013308,45,10,24,0.9322765818145441,2.4813213070906506,6.387078420335953,0
2015000000486-4080904,youth__age_under05,female,1.0,8.271612211943213,9.568727996114525,0.06629274058705935,0.14385008092356064,1.9336861631379278,0.7634466513642963,1.4531406966141192,30,7,18,0.9322765818145441,1.8149926947888213,3.194547958975065,0
2015000000486-4080905,youth__age_under05,female,0.0,8.271612211943213,9.568727996114532,-0.16495784453098214,0.21460413857109217,2.5653380816108413,-1.6291563630480055,2.11002833673667,34,12,20,0.9323514395801813,2.547529804525337,6.1501786057285335,0
2015000000486-4460901,homemaker,female,29.0,7.270131665255928,8.774970308192078,0.053853697168046534,0.08233232898838744,1.4634001620295365,0.6105105293164883,0.962328273268641,27,13,22,0.9328855677474905,2.345474149107104,5.096805119104021,0
2015000000486-4460902,worker_only,male,30.0,7.270131665255928,8.774970308192069,0.04353859347901053,0.06587732601784554,0.7630732100097362,0.5155984915627917,0.7733960534679234,33,9,21,0.933130560948,3.2751944343366484,5.802963927503594,0
2015000000486-4460903,youth__age_under05,female,4.0,7.270131665255928,8.774970308192072,0.17435596550523677,0.1765071483781177,2.159121608727407,1.85989846821566,1.8889582616774931,31,8,16,0.9330983135160412,2.299421569714857,5.597471043712014,0
