p_id,agent_type,sex,age,min_static_exposure,mean_static_exposure,mean_raw_diff,mean_abs_diff,max_abs_diff,mpd,mapd,non_home_hours,unique_nonhome_nontravel_hexes,num_location_changes,min_transition_distance_km,avg_transition_distance_km,max_transition_distance_km,travel_hours
2019HU0788282-636402,student__lf_elig,male,16.0,7.322277858898923,10.023438188664338,1.7738101194210403,1.7738424872788645,9.308411593017187,19.05279025704695,19.053140011772506,54,9,19,0.9709585595052413,6.257107869687765,12.566238337778639,0
2018HU0903233-1510402,worker_only,male,67.0,4.833410872065091,6.961978002967093,3.097676376821888,3.1161364108163987,10.619320121820707,47.55012959606147,47.815782853770905,63,14,28,0.9418921733319685,10.049775990027356,26.978837990330593,0
2016000517722-1547601,worker_only,male,40.0,4.65141343288269,6.7633812599988055,1.616163776843181,1.616163776843181,10.368004700371284,27.410156405183194,27.410156405183194,34,5,17,0.9441658206658885,20.465377300426027,35.317217442668195,0
2019HU0647375-1252301,worker_student,female,24.0,10.845920578352958,13.425107121029074,-3.359341217910262,3.359341217910262,9.09474441431421,-24.564594712600996,24.564594712600996,85,10,28,0.9405193721224867,19.492439657222757,38.234240478157076,0
2019HU0683358-4908601,worker_student,male,47.0,4.713478931360792,5.740464604069198,2.521252391082129,2.526302276680021,11.743559278994883,43.50191510453843,43.597798856657455,53,7,19,0.9389072272931643,26.470756084531097,42.53688223258874,0
2019HU0817252-2082402,worker_only,male,53.0,5.556682355179703,7.60432495945434,1.7894049679079334,1.7928213492677583,11.498781070945105,24.897360916981846,24.940592866356106,39,7,18,1.6091835635522682,20.678888338732506,37.87347339897447,0
2015000346296-1745802,worker_only,male,66.0,6.61923898435891,8.876907720333492,2.1813841235083364,2.2170929455827015,8.883880912528099,25.379816734419364,25.77716092054565,53,7,19,1.6113753856865882,11.552299244882736,21.74283970222324,0
2015001166219-3833805,worker_only,female,34.0,7.843497739814944,10.540276611908315,2.251698452392487,2.2636061601836697,8.958771992708648,24.50901153887071,24.617650280665796,69,16,29,0.9434730427081593,4.6728580578465415,13.740341129430263,0
2017001077394-112001,worker_only,male,62.0,4.321689548818241,5.482449625172362,1.6273379953581857,1.6273379953581857,8.909274133403244,29.747774971664843,29.747774971664843,44,6,17,0.9430037815228555,14.921142440961251,21.218593433463997,0
2016000657590-1285401,worker_only,male,35.0,4.8183322369312895,5.714493455540522,1.890816261162006,1.890816261162006,10.412493844382396,31.905793165644532,31.905793165644532,49,5,15,1.6665445709590723,14.431260064328589,24.244768535661414,0
2017000216717-2071101,worker_only,male,46.0,5.5318223594454,7.555580143666878,1.903325105060914,1.9153547919920895,9.206464482218692,25.812436724857314,25.97309573919,55,5,18,0.9405576558617718,17.8415800114776,25.970383080490716,0
2017000573043-2602301,worker_only,female,55.0,6.053415619535201,9.08389787990646,2.1437252097201576,2.1441539304783896,9.8670051996957,24.340747413031664,24.344797783429083,48,11,22,0.9405270000053647,22.262058163679242,48.40308269094848,0
2019HU0514828-228006,worker_only,male,23.0,4.4107224280172765,6.301106811554521,1.8311906361758556,1.8331743255310309,10.772893137978798,29.6869246535722,29.718349897168807,41,9,21,0.9403733763641505,7.6975844783793335,17.114608691984408,0
2016001410229-146503,student__lf_elig,female,17.0,17.25500712768021,19.400880790660636,-3.64358810816253,3.64358810816253,10.98627107119772,-18.74461689327703,18.74461689327703,68,7,23,0.9695597355593154,10.886361817004978,18.267918219879583,0
2015000634143-2149101,worker_only,male,45.0,5.776269619090669,8.002342346587957,2.1629614659836425,2.172244110336088,15.891382593696424,25.5312376829375,25.64537060191136,54,9,21,0.9413006746888599,20.226222117185415,42.06360946263143,0
2015000137255-4938103,worker_only,male,30.0,6.165550054591266,8.535527075794176,1.918233052145426,1.9271850814022151,8.841779606114986,21.95656221072889,22.069330260558708,45,4,16,0.9419959479160454,9.169234273482315,13.910186439486449,0
2019HU1064206-3051504,student__age10_15,male,10.0,9.23361234800355,10.582808219956789,2.162798805359744,2.184195111991264,15.698604577600902,19.593728278932527,19.81385218005474,59,12,24,0.9442016488739383,2.4351211244211015,5.017845649722295,0
2017000833899-5551602,worker_only,female,32.0,6.76446402060326,8.92912619755537,1.7291576500680113,1.7440334670087738,8.916669470482306,19.342984550231566,19.562895793686387,43,5,17,1.8786741536578677,11.844286107366912,21.160676665005187,0
2018HU1397585-1867603,worker_only,male,22.0,4.710031124424097,6.689318636065841,1.6407450271566644,1.6407450271566644,7.235838465292599,25.369227685133144,25.369227685133144,51,7,17,0.9435915573480783,9.554103608670172,20.13816724549885,0
2019HU0653289-3113401,worker_only,male,36.0,10.147929235956973,12.242499090528497,-2.2067007231161098,2.2741962343476367,7.83579929097655,-17.277732380463917,17.932742859401273,64,6,17,0.9414129041511402,21.346751994538202,36.22978448928337,0
2017000969751-528401,worker_only,male,27.0,6.220314816371568,7.4068541709092,1.6512633427151444,1.6614507903751738,12.731531334447572,20.109105641553697,20.250540778784597,70,13,27,0.9449874048476975,14.770523996893727,37.73016670756408,0
2018HU0990172-840501,worker_only,male,36.0,5.283032422965692,7.486253170846425,1.8133092077089343,1.8340960083921103,9.024597264411696,23.640554930118363,23.921764988421927,45,6,17,0.939290739357816,12.033114566643967,19.578863395488764,0
2017001315144-1627702,worker_only,male,29.0,5.314060128742716,7.438151734710448,2.392234154200303,2.428062367930088,10.646772579358165,33.38214462379817,33.86649352911961,59,6,19,0.9440948598320262,19.59116800395133,35.887899404915174,0
2018HU0036461-117301,worker_only,male,31.0,4.7010246382846494,5.818372952772455,1.9491177565787317,1.9588858122125778,11.718163531013307,33.14394579669456,33.323914841372535,46,5,16,0.9413486094267943,24.19000233256237,34.87757482514913,0
2015000487876-246901,worker_only,male,44.0,5.187941773334255,7.283397651322779,2.3227307949600693,2.3691389299334746,10.550540695030925,32.6841072305331,33.32189311076779,45,5,19,0.9388137072350061,16.564273047733067,25.444673418346564,0
2017000307072-4376501,worker_only,female,60.0,4.774430102506419,6.8575821690299,2.730538063502566,2.732029822412967,10.208639835195276,39.630304015958984,39.65195176292933,65,7,18,0.9392079854160975,14.898386345120814,27.323856979608173,0
2016000978041-3318602,worker_only,male,47.0,4.8269415953677655,5.92858344823586,1.8321435325491326,1.866131572683062,8.927630408477166,29.83265247873109,30.45483558269046,67,14,29,0.9396605260122203,9.852587592686143,26.107152208180274,0
2016001095705-757501,worker_only,male,85.0,5.754992385018479,6.558798888517494,2.0892000989266335,2.307808788200356,10.381871417835061,31.67842084500875,35.18690353637841,73,16,31,0.9416845866180397,13.001186843932311,31.379865831194927,1
2015000125212-210201,worker_only,male,33.0,4.615201178669526,5.829974014772239,1.7685162055819126,1.7685162055819126,12.975105305817564,29.858836748400158,29.858836748400158,52,11,23,0.9441775879338711,25.107816201230236,56.77375128113334,0
2015000680784-3602202,worker_only,male,27.0,10.402460577913942,14.095458044756226,-3.0456452849660103,3.0456452849660103,24.47264053050526,-17.850545592908198,17.850545592908198,53,7,20,0.9415785815885571,53.544422311552054,105.88477050386048,0
2015000667007-4974302,worker_only,male,42.0,7.380777448265449,8.482779759005775,1.5967806594347158,1.6158386681840642,7.837380718344975,18.97351529850387,19.215743758925232,53,9,20,0.9701833914435346,14.61995574811975,56.86573541846599,0
2019HU0005740-4853301,worker_only,male,47.0,4.713478931360792,5.740464604069204,1.9299464833045104,1.9340696401355608,15.556050775036276,31.877497320466365,31.95382044010554,61,10,22,0.9723329985949397,23.08342326528053,46.19136052814065,0
2019HU0958409-3090102,worker_only,male,25.0,4.579779132912166,6.572912819147123,2.012173806151624,2.0180562578573364,14.87151728764459,28.99121166352391,29.082709609054664,66,6,21,0.9450880924222235,29.782557413121896,48.34709693150724,0
2019HU1237379-4362602,worker_only,male,57.0,4.60516137491817,5.529549153297467,1.6522119460365388,1.6522119460365388,18.330474631910334,30.872839086527158,30.872839086527158,50,5,18,0.9414414730564672,30.56895828743173,48.20117709148892,0
2018HU1143258-1436402,worker_only,female,57.0,5.067349967523951,5.905427457134941,1.7320016789004444,1.7320016789004444,13.240088904095316,28.84638569280598,28.84638569280598,34,3,14,1.6622049577991367,26.77776831476893,38.07416712972297,0
2017000343233-1092102,worker_only,female,48.0,4.921515497619073,5.93313886414104,1.8465424851028838,1.8465424851028838,9.431952955479249,29.11483783596963,29.11483783596963,60,6,16,0.941900191811845,14.021016146270426,27.046826239046528,0
2018HU0223028-5870603,worker_only,male,27.0,4.479934189941483,6.636652322870938,3.0996160548483584,3.1031345208090593,12.299897445477471,48.60634015676625,48.6601618332901,53,6,17,0.9407870684783006,23.80476034669932,39.8497564995464,0
2018HU0982314-2095702,worker_only,female,56.0,9.998544254464681,11.540941648551721,2.287600216200641,2.301124690635061,12.156685606474534,19.25680091799313,19.39206535339712,53,7,19,0.9465052178696866,3.1573521938567537,5.135947623119819,0
2019HU0286903-4709402,worker_only,female,31.0,5.260423988058996,7.561468182096972,1.921795328793454,1.9454079651001497,8.585696201389823,24.52461148830307,24.860023101579152,54,8,21,0.9405401229803466,10.643177252584298,22.21411062913456,0
2019HU0232853-3030702,worker_only,female,52.0,5.697073958791248,6.698170219765241,1.7227877147667978,1.7227877147667978,14.405186616546247,24.007543710087422,24.007543710087422,50,6,16,0.9467962984124174,31.001084794650655,49.53218116503042,0
2019HU1071181-3518402,worker_only,male,33.0,7.791111740442105,9.609783098273693,1.7574540220081747,1.7599208420577663,11.961024101646743,19.47577832534184,19.505769442432136,32,6,17,0.9466230187173889,13.600435237571698,22.68608325605161,0
2015000325320-2625501,worker_only,male,39.0,4.5739203119925245,5.701287568028884,2.1017548161704993,2.114597350980156,11.533876973998735,35.03103890736407,35.282797628169284,49,5,18,0.944334047578276,23.532627340096965,35.86612436887485,0
2015000371231-3712801,worker_only,male,31.0,4.833986075658187,5.802678935629826,1.8674819471872923,1.8682592226520376,13.676623473312162,30.37657401818366,30.39057495071484,31,6,16,0.9435946846247685,20.337716643933465,32.14024785910086,0
2018HU1288801-3204102,worker_only,female,45.0,7.2797173270185604,9.134467371219118,2.4272112560638495,2.4272112560638495,11.965722103164175,26.11744033785109,26.11744033785109,43,8,19,0.9462403123911093,20.57180191075918,70.68909679643754,0
2019HU0658571-5402704,worker_only,male,47.0,15.276794260841713,19.046784295280354,-3.6189309957365983,3.6189309957365983,14.828475060552893,-18.09331157329507,18.09331157329507,53,8,19,0.9430558607868513,27.569271182210226,52.112936966100754,0
2019HU1310083-3084202,worker_only,female,68.0,5.6348896381230364,6.72338612628342,1.9497920278573093,1.9497920278573093,11.473800030912152,28.719383130675354,28.719383130675354,43,6,17,1.6640478242311416,20.538141542768447,33.922619600966236,0
2016000738866-4812201,student__lf_elig,male,18.0,6.860961410911339,9.759548781263684,1.7036942981440046,1.768856216595842,11.14504882839055,22.651405783616394,22.994957326696415,44,8,21,0.9737574926099484,3.9421801967520698,6.871837577779292,0
2017000072446-2799901,student__lf_elig,male,28.0,8.01382534336524,11.07134458306104,2.1354902001074407,2.1354902001074407,12.346049329459067,22.328000488490485,22.328000488490485,76,8,23,0.9441916874428833,5.807882482824728,9.980056260145595,0
2015000457825-3312904,worker_only,male,28.0,5.438462096402436,7.6780258381566675,1.77354864395352,1.8186772412821532,9.345771630301249,24.7035486583127,25.306024274141187,46,12,25,0.9421521271929649,9.917014620320183,24.1980149225632,0
2015000906646-6192202,worker_only,male,58.0,5.280875955347081,7.494291826442639,3.2293796084234416,3.2491412654465766,10.101883302786547,45.44944171093941,45.72646923662124,63,11,21,0.940920267862345,12.282987764303645,26.110552798167188,0
2017000341596-5016502,worker_only,female,60.0,5.553347858711667,7.892828804525535,1.646760359141125,1.6498440238730614,6.473454116478044,21.881525337268457,21.924345978721878,52,9,19,0.9405193721224867,8.500561013269724,15.294872319304583,0
2017000425130-3355304,worker_only,male,35.0,4.904640750172713,6.973715284188847,2.926800375692997,2.92871765258863,11.79129622558543,43.265176053790306,43.29261626166285,59,9,22,0.9420129422915092,9.732847697209957,19.580465481073798,0
2015000470146-1234501,worker_only,male,24.0,5.348735085118828,6.182373637111183,2.237017756583645,2.2571741780454215,11.638588753608797,34.32244518378829,34.69547308882143,60,7,18,0.9414205163506948,26.49770558733659,47.37173804198618,0
2015000653823-630502,worker_only,male,35.0,5.794237064949809,7.766360670586321,1.862323691580132,1.9039585377132506,9.919043764274495,24.309910807192367,24.858861993216713,45,8,19,0.942065577975506,17.919566633044372,33.111582166831035,0
2016001132224-2294701,worker_only,female,49.0,5.556682355179703,7.604324959454343,1.7497353263515858,1.7497353263515858,8.340324065076349,22.655480238475935,22.655480238475935,64,7,19,0.9395392268325389,9.904495028116155,18.152515620162816,0
2015001296479-2613202,worker_only,male,43.0,5.459302277441382,7.566235691175096,1.8536222698520746,1.8536222698520746,8.527062040532991,24.32096175898779,24.32096175898779,45,8,19,0.9406089185822917,12.29615519807538,23.139206493735127,0
2016000014485-2038602,worker_only,female,54.0,4.584760586454807,5.96354530263964,2.6901576527884776,2.6901576527884776,11.544188419935647,44.96432064423373,44.96432064423373,49,7,18,0.9736518273590276,19.01421915141743,34.708791898689796,0
2017000838402-1034802,worker_only,female,20.0,5.077605554673777,7.00290545379565,1.8462840477288514,1.8462840477288514,9.552281895706697,28.75310709423794,28.75310709423794,42,5,15,0.9409395011840381,19.40496610763052,28.353670476351887,0
2017000873021-1165602,worker_only,female,33.0,4.654464797047201,6.6275080185877,1.722025106540619,1.722025106540619,8.586211171429905,26.545128032062227,26.545128032062227,47,6,17,0.9441108206586218,23.91183165510703,42.0363604790352,0
2016001048287-5350902,worker_only,male,50.0,4.583545138915961,5.435504280229024,2.7061243189690036,2.7061243189690036,14.208863001632432,48.476009735178884,48.476009735178884,43,6,17,0.942065577975506,21.667043307536456,36.8809594070235,0
2018HU1061661-636101,worker_only,male,41.0,5.871236003261499,8.231348786932768,2.023752088944637,2.0311945600792365,9.539453732904853,25.076566618540664,25.179642268976387,49,6,16,0.9461269155871393,25.339211696297063,39.67772560349925,0
2019HU1173890-1668501,worker_only,male,48.0,4.795563482187511,5.81809024139186,2.1641598815069214,2.1641598815069214,10.948151960750643,37.026347400287015,37.026347400287015,56,6,17,0.9411324990274195,19.8161930326557,32.49343856369951,0
2018HU1170593-2342201,worker_only,male,34.0,5.279173052737595,6.904346263366511,1.6550288995178062,1.6749220302365575,7.259811724867562,23.27339653112959,23.570635431236227,49,4,17,1.6641392722469477,13.461049849559037,19.404834156944307,0
2017000516883-1934701,worker_only,female,55.0,5.345772548760666,7.487038490822773,2.0678161850093764,2.0769654356233183,11.34278872317238,29.49269357151443,29.6141935949393,41,6,18,0.9439522426045879,24.513223083732377,43.476873975796124,0
2015001413671-3874402,worker_only,female,51.0,6.2519264870773785,8.207036466682098,2.487111121590601,2.5524872371695526,10.97854425361183,30.053761688574493,30.84924177923795,65,12,24,0.939218155784767,13.735276242264222,32.28058353635159,0
2016001194166-1231001,worker_only,female,51.0,5.096240719661628,6.359751441488124,2.314799448129798,2.314799448129798,11.388804724233568,36.56527009880855,36.56527009880855,56,7,18,0.9390627760749845,23.77385967349609,39.047614561402604,0
