p_id,agent_type,sex,age,day,date,day_hour,tick,activity,h3_act,dynamic_exposure,h3_home,static_exposure
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,11-12,59,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,12-13,60,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,13-14,61,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,14-15,62,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,15-16,63,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,16-17,64,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,17-18,65,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,18-19,66,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,19-20,67,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,20-21,68,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,21-22,69,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,22-23,70,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,wed,2016-07-27,23-24,71,home,8826969897fffff,10.79646488225417,8826969897fffff,10.79646488225417
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,00-01,72,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,01-02,73,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,02-03,74,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,03-04,75,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,04-05,76,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,05-06,77,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,06-07,78,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,07-08,79,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,08-09,80,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,09-10,81,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,10-11,82,change_transp,8826968147fffff,9.4009209514651,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,11-12,83,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,12-13,84,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,13-14,85,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,14-15,86,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,15-16,87,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,16-17,88,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,17-18,89,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,18-19,90,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,19-20,91,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,20-21,92,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,21-22,93,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,22-23,94,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,thu,2016-07-28,23-24,95,home,8826969897fffff,11.580832866520593,8826969897fffff,11.580832866520593
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,00-01,96,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,01-02,97,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,02-03,98,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,03-04,99,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,04-05,100,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,05-06,101,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,06-07,102,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,07-08,103,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,08-09,104,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,09-10,105,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,10-11,106,retail,8826969893fffff,10.774671184581356,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,11-12,107,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,12-13,108,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,13-14,109,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,14-15,110,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,15-16,111,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,16-17,112,childcare,8826968161fffff,13.314751276192299,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,17-18,113,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,18-19,114,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,19-20,115,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,20-21,116,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,21-22,117,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,22-23,118,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,fri,2016-07-29,23-24,119,home,8826969897fffff,13.007218289862701,8826969897fffff,13.007218289862701
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,00-01,120,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,01-02,121,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,02-03,122,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,03-04,123,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,04-05,124,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,05-06,125,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,06-07,126,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,07-08,127,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,08-09,128,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,09-10,129,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,10-11,130,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,11-12,131,leisure,8826968161fffff,12.245358147615601,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,12-13,132,volunteer,8826968105fffff,12.78856881774908,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,13-14,133,volunteer,8826968105fffff,12.78856881774908,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,14-15,134,volunteer,8826968107fffff,10.821435188849593,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,15-16,135,volunteer,8826968105fffff,12.78856881774908,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,16-17,136,volunteer,8826968105fffff,12.78856881774908,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,17-18,137,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,18-19,138,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,19-20,139,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,20-21,140,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,21-22,141,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,22-23,142,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sat,2016-07-30,23-24,143,home,8826969897fffff,11.88912625555765,8826969897fffff,11.88912625555765
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,00-01,144,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,01-02,145,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,02-03,146,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,03-04,147,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,04-05,148,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,05-06,149,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,06-07,150,retail,8826968161fffff,11.88277082392354,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,07-08,151,childcare,8826968167fffff,13.056426243325962,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,08-09,152,childcare,8826968167fffff,13.056426243325962,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,09-10,153,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,10-11,154,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,11-12,155,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,12-13,156,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,13-14,157,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,14-15,158,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,15-16,159,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,16-17,160,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,17-18,161,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,18-19,162,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,19-20,163,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,20-21,164,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,21-22,165,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,22-23,166,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885801,retired,male,83.0,sun,2016-07-31,23-24,167,home,8826969897fffff,11.730578586927884,8826969897fffff,11.730578586927884
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,00-01,0,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,01-02,1,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,02-03,2,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,03-04,3,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,04-05,4,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,05-06,5,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,06-07,6,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,07-08,7,medical,8826969893fffff,13.533380519132898,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,08-09,8,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,09-10,9,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,10-11,10,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,11-12,11,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,12-13,12,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,13-14,13,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,14-15,14,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,15-16,15,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,16-17,16,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,17-18,17,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,18-19,18,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,19-20,19,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,20-21,20,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,21-22,21,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,22-23,22,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,mon,2016-07-25,23-24,23,home,8826969897fffff,15.243469690516557,8826969897fffff,15.243469690516557
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,00-01,24,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,01-02,25,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,02-03,26,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,03-04,27,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,04-05,28,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,05-06,29,home,8826969897fffff,11.494731755952465,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,06-07,30,childcare,88269698bbfffff,12.532088457277888,8826969897fffff,11.494731755952465
2015000000253-1885802,retired,female,72.0,tue,2016-07-26,07-08,31,childcare,88269698bbfffff,12.532088457277888,8826969897fffff,11.494731755952465
