value,day,month,year,date,h3_polyfill
0.9290721797166565,1,1,2016,2016-01-01,88268248adfffff
0.7932756556599508,1,1,2016,2016-01-01,88268248b1fffff
0.7827868255155457,1,1,2016,2016-01-01,88268248b3fffff
0.8392675988947619,1,1,2016,2016-01-01,88268248b5fffff
0.8035489798815065,1,1,2016,2016-01-01,88268248b7fffff
0.7179452322142478,1,1,2016,2016-01-01,88268248b9fffff
0.8191150025049552,1,1,2016,2016-01-01,88268248bdfffff
0.8631463650369757,1,1,2016,2016-01-01,88268248c1fffff
0.7578827438419051,1,1,2016,2016-01-01,88268248c3fffff
0.8190096777874709,1,1,2016,2016-01-01,88268248c5fffff
0.7674765866512347,1,1,2016,2016-01-01,88268248c7fffff
0.8378042220096896,1,1,2016,2016-01-01,88268248c9fffff
0.7699912416224183,1,1,2016,2016-01-01,88268248cdfffff
0.9371936675571046,1,1,2016,2016-01-01,88268248e1fffff
0.9319256939100147,1,1,2016,2016-01-01,88268248e3fffff
0.8705005448360384,1,1,2016,2016-01-01,88268248e5fffff
0.7779549759595941,1,1,2016,2016-01-01,88268248e7fffff
1.09661076239279,1,1,2016,2016-01-01,88268248e9fffff
0.987147027600683,1,1,2016,2016-01-01,88268248ebfffff
0.8934892269054019,1,1,2016,2016-01-01,88268248edfffff
2.775285695724291,1,1,2016,2016-01-01,8826824901fffff
3.0614957072766775,1,1,2016,2016-01-01,8826824903fffff
2.4919852781465037,1,1,2016,2016-01-01,8826824905fffff
2.307557109291432,1,1,2016,2016-01-01,8826824907fffff
2.4973553484031448,1,1,2016,2016-01-01,8826824909fffff
2.2913023035389504,1,1,2016,2016-01-01,882682490bfffff
2.357744398423181,1,1,2016,2016-01-01,882682490dfffff
1.5454019893384685,1,1,2016,2016-01-01,8826824911fffff
1.3215245988287974,1,1,2016,2016-01-01,8826824913fffff
2.001920583218392,1,1,2016,2016-01-01,8826824915fffff
2.077713314739247,1,1,2016,2016-01-01,8826824917fffff
1.6406460787582031,1,1,2016,2016-01-01,8826824919fffff
1.3797253748819678,1,1,2016,2016-01-01,882682491bfffff
1.9949401317755726,1,1,2016,2016-01-01,882682491dfffff
1.9242354622164657,1,1,2016,2016-01-01,8826824921fffff
1.436508096274734,1,1,2016,2016-01-01,8826824923fffff
1.9785880282695898,1,1,2016,2016-01-01,8826824925fffff
1.8562224870404866,1,1,2016,2016-01-01,8826824927fffff
2.4541770558040605,1,1,2016,2016-01-01,8826824929fffff
2.7006304875809652,1,1,2016,2016-01-01,882682492bfffff
1.4550897298155023,1,1,2016,2016-01-01,882682492dfffff
2.455617124730791,1,1,2016,2016-01-01,8826824931fffff
2.7917226492490954,1,1,2016,2016-01-01,8826824933fffff
1.2904917253571628,1,1,2016,2016-01-01,8826824935fffff
2.708062430971057,1,1,2016,2016-01-01,8826824937fffff
2.2217190750832647,1,1,2016,2016-01-01,8826824939fffff
2.065042698718089,1,1,2016,2016-01-01,882682493bfffff
1.6708907768508108,1,1,2016,2016-01-01,882682493dfffff
2.8283885925775145,1,1,2016,2016-01-01,8826824941fffff
2.893411341215516,1,1,2016,2016-01-01,8826824943fffff
3.2982005964488605,1,1,2016,2016-01-01,8826824945fffff
2.9821645423204095,1,1,2016,2016-01-01,8826824947fffff
2.725868321710527,1,1,2016,2016-01-01,8826824949fffff
2.4603802141534183,1,1,2016,2016-01-01,882682494bfffff
2.422141455144899,1,1,2016,2016-01-01,882682494dfffff
1.5664182754253968,1,1,2016,2016-01-01,8826824951fffff
1.6469775443775378,1,1,2016,2016-01-01,8826824953fffff
1.7486060419090999,1,1,2016,2016-01-01,8826824955fffff
1.782720476870328,1,1,2016,2016-01-01,8826824957fffff
1.3286703383770542,1,1,2016,2016-01-01,8826824959fffff
1.504205810915383,1,1,2016,2016-01-01,882682495bfffff
1.9655221128128044,1,1,2016,2016-01-01,882682495dfffff
1.6611068703371545,1,1,2016,2016-01-01,8826824961fffff
1.6650888843746878,1,1,2016,2016-01-01,8826824963fffff
2.9043510795947833,1,1,2016,2016-01-01,8826824965fffff
1.661286748238902,1,1,2016,2016-01-01,8826824967fffff
2.9317367469555977,1,1,2016,2016-01-01,8826824969fffff
1.9460812193382988,1,1,2016,2016-01-01,882682496bfffff
2.9499592182770566,1,1,2016,2016-01-01,882682496dfffff
1.2649999367446663,1,1,2016,2016-01-01,8826824981fffff
0.9643881215322112,1,1,2016,2016-01-01,8826824983fffff
1.6353874342267471,1,1,2016,2016-01-01,8826824985fffff
1.3442601868840254,1,1,2016,2016-01-01,8826824987fffff
1.244231707894592,1,1,2016,2016-01-01,8826824989fffff
0.9917932761373989,1,1,2016,2016-01-01,882682498bfffff
1.4202123150511068,1,1,2016,2016-01-01,882682498dfffff
0.964061355827376,1,1,2016,2016-01-01,8826824991fffff
0.9653936063015361,1,1,2016,2016-01-01,8826824993fffff
1.1617943344532735,1,1,2016,2016-01-01,8826824995fffff
1.1592837366251258,1,1,2016,2016-01-01,8826824997fffff
0.8440381034378964,1,1,2016,2016-01-01,8826824999fffff
0.7854436475006585,1,1,2016,2016-01-01,882682499bfffff
1.1337001083585603,1,1,2016,2016-01-01,882682499dfffff
1.8378121751528333,1,1,2016,2016-01-01,88268249a1fffff
1.0424779486753253,1,1,2016,2016-01-01,88268249a3fffff
1.9894395063084214,1,1,2016,2016-01-01,88268249a5fffff
1.803449036306924,1,1,2016,2016-01-01,88268249a7fffff
1.8484302370942425,1,1,2016,2016-01-01,88268249a9fffff
1.5672504850581785,1,1,2016,2016-01-01,88268249abfffff
2.200453498203072,1,1,2016,2016-01-01,88268249adfffff
0.9873408541774169,1,1,2016,2016-01-01,88268249b1fffff
1.0992805577151668,1,1,2016,2016-01-01,88268249b3fffff
0.9634266808607612,1,1,2016,2016-01-01,88268249b5fffff
1.1375809539498285,1,1,2016,2016-01-01,88268249b7fffff
1.1487172286626208,1,1,2016,2016-01-01,88268249b9fffff
1.0612499485688702,1,1,2016,2016-01-01,88268249bbfffff
0.9853399877313277,1,1,2016,2016-01-01,88268249bdfffff
1.2354600734145427,1,1,2016,2016-01-01,88268249c1fffff
1.155034904593768,1,1,2016,2016-01-01,88268249c3fffff
1.6076004115466076,1,1,2016,2016-01-01,88268249c5fffff
1.3256907268002893,1,1,2016,2016-01-01,88268249c7fffff
1.093215447851323,1,1,2016,2016-01-01,88268249c9fffff
0.956865368759594,1,1,2016,2016-01-01,88268249cbfffff
1.319016546516325,1,1,2016,2016-01-01,88268249cdfffff
0.7833995384939201,1,1,2016,2016-01-01,88268249d1fffff
1.0136576099800487,1,1,2016,2016-01-01,88268249d3fffff
1.0277992292197544,1,1,2016,2016-01-01,88268249d5fffff
0.8349125885880192,1,1,2016,2016-01-01,88268249d7fffff
0.8706146485976997,1,1,2016,2016-01-01,88268249d9fffff
1.0199026253283712,1,1,2016,2016-01-01,88268249dbfffff
0.8562851965646445,1,1,2016,2016-01-01,88268249ddfffff
2.596831258246638,1,1,2016,2016-01-01,88268249e1fffff
2.060215901753236,1,1,2016,2016-01-01,88268249e3fffff
2.6424966495968585,1,1,2016,2016-01-01,88268249e5fffff
2.4409031273365156,1,1,2016,2016-01-01,88268249e7fffff
1.9191422367479651,1,1,2016,2016-01-01,88268249e9fffff
1.5832202674818419,1,1,2016,2016-01-01,88268249ebfffff
2.399677382024739,1,1,2016,2016-01-01,88268249edfffff
0.9661951756934329,1,1,2016,2016-01-01,8826824a01fffff
1.0188926863382033,1,1,2016,2016-01-01,8826824a03fffff
0.8388487607771288,1,1,2016,2016-01-01,8826824a05fffff
0.8629707599046547,1,1,2016,2016-01-01,8826824a07fffff
1.4713435525178926,1,1,2016,2016-01-01,8826824a09fffff
1.1667972187954128,1,1,2016,2016-01-01,8826824a0bfffff
1.461127988959228,1,1,2016,2016-01-01,8826824a0dfffff
0.886450359164287,1,1,2016,2016-01-01,8826824a11fffff
0.8808592267107486,1,1,2016,2016-01-01,8826824a15fffff
0.8352451675926454,1,1,2016,2016-01-01,8826824a17fffff
0.9916313054173129,1,1,2016,2016-01-01,8826824a1dfffff
1.7108029314693733,1,1,2016,2016-01-01,8826824a21fffff
1.36263253369663,1,1,2016,2016-01-01,8826824a23fffff
1.247019337539669,1,1,2016,2016-01-01,8826824a25fffff
1.3807011348961067,1,1,2016,2016-01-01,8826824a27fffff
1.2881126133429146,1,1,2016,2016-01-01,8826824a29fffff
1.0239989846427189,1,1,2016,2016-01-01,8826824a2bfffff
1.6595159051130406,1,1,2016,2016-01-01,8826824a2dfffff
1.0653143147715989,1,1,2016,2016-01-01,8826824a31fffff
1.051170557350816,1,1,2016,2016-01-01,8826824a33fffff
1.3198238485407898,1,1,2016,2016-01-01,8826824a35fffff
1.028504931875619,1,1,2016,2016-01-01,8826824a37fffff
0.9297619509290467,1,1,2016,2016-01-01,8826824a39fffff
0.829060841334252,1,1,2016,2016-01-01,8826824a3bfffff
1.1374345125434322,1,1,2016,2016-01-01,8826824a3dfffff
1.273662029663301,1,1,2016,2016-01-01,8826824a41fffff
1.506664726317776,1,1,2016,2016-01-01,8826824a43fffff
1.3337788577596876,1,1,2016,2016-01-01,8826824a45fffff
1.19512144835951,1,1,2016,2016-01-01,8826824a47fffff
1.24215980096645,1,1,2016,2016-01-01,8826824a49fffff
1.3387179326673282,1,1,2016,2016-01-01,8826824a4bfffff
1.611782473044769,1,1,2016,2016-01-01,8826824a4dfffff
1.3253989078007538,1,1,2016,2016-01-01,8826824a51fffff
1.0903726361048525,1,1,2016,2016-01-01,8826824a55fffff
1.0893852220494253,1,1,2016,2016-01-01,8826824a57fffff
1.6455111485143026,1,1,2016,2016-01-01,8826824a5dfffff
1.279197723457481,1,1,2016,2016-01-01,8826824a61fffff
1.3857484361348416,1,1,2016,2016-01-01,8826824a63fffff
1.5928657298563158,1,1,2016,2016-01-01,8826824a65fffff
1.144005238721011,1,1,2016,2016-01-01,8826824a67fffff
1.2684257093675169,1,1,2016,2016-01-01,8826824a69fffff
1.193866963297807,1,1,2016,2016-01-01,8826824a6bfffff
1.8776147001880121,1,1,2016,2016-01-01,8826824a6dfffff
0.847316061027396,1,1,2016,2016-01-01,8826824aa1fffff
0.9374099571021011,1,1,2016,2016-01-01,8826824aa5fffff
0.8424870246131926,1,1,2016,2016-01-01,8826824aa7fffff
0.8355012894307036,1,1,2016,2016-01-01,8826824aa9fffff
0.8510615856545218,1,1,2016,2016-01-01,8826824aadfffff
0.8381249451095019,1,1,2016,2016-01-01,8826824ae1fffff
0.8297737361176972,1,1,2016,2016-01-01,8826824ae5fffff
0.8140397999945548,1,1,2016,2016-01-01,8826824ae7fffff
0.9268661646963896,1,1,2016,2016-01-01,8826824aedfffff
2.7166648821682413,1,1,2016,2016-01-01,8826824b01fffff
1.634854252069339,1,1,2016,2016-01-01,8826824b03fffff
3.032081988179071,1,1,2016,2016-01-01,8826824b05fffff
1.9828864704296671,1,1,2016,2016-01-01,8826824b07fffff
2.6061013576363585,1,1,2016,2016-01-01,8826824b09fffff
1.3621203351994335,1,1,2016,2016-01-01,8826824b0bfffff
2.452319330273199,1,1,2016,2016-01-01,8826824b0dfffff
1.207154305721825,1,1,2016,2016-01-01,8826824b11fffff
1.0955674795978487,1,1,2016,2016-01-01,8826824b13fffff
1.3001370506457324,1,1,2016,2016-01-01,8826824b15fffff
1.2142221167628924,1,1,2016,2016-01-01,8826824b17fffff
1.3456027937565223,1,1,2016,2016-01-01,8826824b19fffff
1.2204541093019123,1,1,2016,2016-01-01,8826824b1bfffff
1.3016355539403586,1,1,2016,2016-01-01,8826824b1dfffff
1.8473014920105564,1,1,2016,2016-01-01,8826824b21fffff
2.3811547225932115,1,1,2016,2016-01-01,8826824b23fffff
2.2286233473578383,1,1,2016,2016-01-01,8826824b25fffff
1.8719762318728184,1,1,2016,2016-01-01,8826824b27fffff
1.4602005201906836,1,1,2016,2016-01-01,8826824b29fffff
1.902088995027181,1,1,2016,2016-01-01,8826824b2bfffff
3.999713252719134,1,1,2016,2016-01-01,8826824b2dfffff
1.543221240584306,1,1,2016,2016-01-01,8826824b31fffff
1.4423008287055803,1,1,2016,2016-01-01,8826824b33fffff
2.243835071891356,1,1,2016,2016-01-01,8826824b35fffff
1.4104066831271251,1,1,2016,2016-01-01,8826824b37fffff
1.4465920812459006,1,1,2016,2016-01-01,8826824b39fffff
1.390716947813598,1,1,2016,2016-01-01,8826824b3bfffff
1.67833444433986,1,1,2016,2016-01-01,8826824b3dfffff
2.319964464558186,1,1,2016,2016-01-01,8826824b41fffff
1.6017290029345186,1,1,2016,2016-01-01,8826824b43fffff
3.1218473429715847,1,1,2016,2016-01-01,8826824b45fffff
2.57445642285683,1,1,2016,2016-01-01,8826824b47fffff
2.4866429495753315,1,1,2016,2016-01-01,8826824b49fffff
2.246736854224265,1,1,2016,2016-01-01,8826824b4bfffff
2.6796189699712736,1,1,2016,2016-01-01,8826824b4dfffff
1.6143356005467984,1,1,2016,2016-01-01,8826824b51fffff
1.4289968957896388,1,1,2016,2016-01-01,8826824b53fffff
1.6639437499639187,1,1,2016,2016-01-01,8826824b55fffff
1.3804765792088287,1,1,2016,2016-01-01,8826824b57fffff
2.2189336103764634,1,1,2016,2016-01-01,8826824b59fffff
2.092318752155544,1,1,2016,2016-01-01,8826824b5bfffff
1.8267482657701957,1,1,2016,2016-01-01,8826824b5dfffff
2.1473252306416115,1,1,2016,2016-01-01,8826824b61fffff
2.2415044950909793,1,1,2016,2016-01-01,8826824b63fffff
2.2443701355716317,1,1,2016,2016-01-01,8826824b65fffff
3.029772197990635,1,1,2016,2016-01-01,8826824b67fffff
3.9055423052847402,1,1,2016,2016-01-01,8826824b69fffff
2.8884839085762333,1,1,2016,2016-01-01,8826824b6bfffff
3.8186004520810126,1,1,2016,2016-01-01,8826824b6dfffff
3.295334679488823,1,1,2016,2016-01-01,8826825801fffff
3.054714044565396,1,1,2016,2016-01-01,8826825803fffff
3.30176653291725,1,1,2016,2016-01-01,8826825805fffff
3.0944627598105816,1,1,2016,2016-01-01,8826825807fffff
3.548084550884977,1,1,2016,2016-01-01,8826825809fffff
3.274041722965863,1,1,2016,2016-01-01,882682580bfffff
3.2364241668725127,1,1,2016,2016-01-01,882682580dfffff
3.096026094527912,1,1,2016,2016-01-01,8826825811fffff
3.4911012088341984,1,1,2016,2016-01-01,8826825813fffff
2.980832993361496,1,1,2016,2016-01-01,8826825815fffff
2.9596776448452937,1,1,2016,2016-01-01,8826825817fffff
3.2358083731889065,1,1,2016,2016-01-01,8826825819fffff
3.5835499813046017,1,1,2016,2016-01-01,882682581bfffff
3.010067886707037,1,1,2016,2016-01-01,882682581dfffff
3.187865985778684,1,1,2016,2016-01-01,8826825821fffff
2.8716606888987455,1,1,2016,2016-01-01,8826825823fffff
3.490963457432431,1,1,2016,2016-01-01,8826825825fffff
3.0314782943956198,1,1,2016,2016-01-01,8826825827fffff
3.3237098121241617,1,1,2016,2016-01-01,8826825829fffff
3.2332212098521995,1,1,2016,2016-01-01,882682582bfffff
3.4049741027865115,1,1,2016,2016-01-01,882682582dfffff
2.938987406893558,1,1,2016,2016-01-01,8826825831fffff
2.856978022387758,1,1,2016,2016-01-01,8826825833fffff
2.719106957969232,1,1,2016,2016-01-01,8826825835fffff
2.831232224322834,1,1,2016,2016-01-01,8826825837fffff
2.91480679889283,1,1,2016,2016-01-01,8826825839fffff
2.8972243911048183,1,1,2016,2016-01-01,882682583bfffff
2.8165032877168494,1,1,2016,2016-01-01,882682583dfffff
3.3255901546159277,1,1,2016,2016-01-01,8826825841fffff
3.5108482619291115,1,1,2016,2016-01-01,8826825843fffff
2.993269978327863,1,1,2016,2016-01-01,8826825845fffff
3.2516727516996076,1,1,2016,2016-01-01,8826825847fffff
3.3931522998677455,1,1,2016,2016-01-01,8826825849fffff
3.3321332603419105,1,1,2016,2016-01-01,882682584bfffff
3.3632911450561798,1,1,2016,2016-01-01,882682584dfffff
3.7512168728267303,1,1,2016,2016-01-01,8826825851fffff
3.5884539157959554,1,1,2016,2016-01-01,8826825853fffff
3.3659500022472075,1,1,2016,2016-01-01,8826825855fffff
3.288941718709946,1,1,2016,2016-01-01,8826825857fffff
3.8422126104903493,1,1,2016,2016-01-01,8826825859fffff
4.0071118095118905,1,1,2016,2016-01-01,882682585bfffff
3.4653076998224828,1,1,2016,2016-01-01,882682585dfffff
3.733636036609899,1,1,2016,2016-01-01,8826825861fffff
3.4602932820883057,1,1,2016,2016-01-01,8826825863fffff
3.9345163239396514,1,1,2016,2016-01-01,8826825865fffff
3.5656563765314693,1,1,2016,2016-01-01,8826825867fffff
1.9358764761483844,1,1,2016,2016-01-01,8826825869fffff
3.257383576820282,1,1,2016,2016-01-01,882682586bfffff
3.559539255980632,1,1,2016,2016-01-01,882682586dfffff
1.9427313390593142,1,1,2016,2016-01-01,8826825885fffff
1.6179427271327471,1,1,2016,2016-01-01,8826825887fffff
2.323024868989192,1,1,2016,2016-01-01,882682588dfffff
2.4439101412015574,1,1,2016,2016-01-01,88268258a1fffff
1.5011010683156734,1,1,2016,2016-01-01,88268258a3fffff
2.3085248738575115,1,1,2016,2016-01-01,88268258a5fffff
1.6493385987252152,1,1,2016,2016-01-01,88268258a7fffff
2.2330655610843047,1,1,2016,2016-01-01,88268258a9fffff
1.956954817390929,1,1,2016,2016-01-01,88268258abfffff
2.1675287811400796,1,1,2016,2016-01-01,88268258adfffff
1.2416198254465711,1,1,2016,2016-01-01,88268258b5fffff
1.4435287612742096,1,1,2016,2016-01-01,88268258b7fffff
1.4064903601060146,1,1,2016,2016-01-01,88268258bdfffff
3.1107781174291205,1,1,2016,2016-01-01,88268258c5fffff
2.422606818214059,1,1,2016,2016-01-01,88268258c7fffff
3.7922858827583577,1,1,2016,2016-01-01,88268258cdfffff
2.7891139881398335,1,1,2016,2016-01-01,88268258e1fffff
2.4858438650371273,1,1,2016,2016-01-01,88268258e3fffff
2.5364410025544615,1,1,2016,2016-01-01,88268258e5fffff
2.343484279613462,1,1,2016,2016-01-01,88268258e7fffff
3.0601017020585544,1,1,2016,2016-01-01,88268258e9fffff
2.793559280640875,1,1,2016,2016-01-01,88268258ebfffff
2.870077827458261,1,1,2016,2016-01-01,88268258edfffff
3.566470716172443,1,1,2016,2016-01-01,8826825901fffff
3.3322830955557494,1,1,2016,2016-01-01,8826825903fffff
3.795202558745751,1,1,2016,2016-01-01,8826825905fffff
3.3992684238846542,1,1,2016,2016-01-01,8826825907fffff
3.545697308984075,1,1,2016,2016-01-01,8826825909fffff
3.3688008528711064,1,1,2016,2016-01-01,882682590bfffff
4.050904161624309,1,1,2016,2016-01-01,882682590dfffff
3.436403882267363,1,1,2016,2016-01-01,8826825911fffff
3.212836922304569,1,1,2016,2016-01-01,8826825913fffff
3.3998868734314254,1,1,2016,2016-01-01,8826825915fffff
3.449860653583899,1,1,2016,2016-01-01,8826825917fffff
3.684963734894856,1,1,2016,2016-01-01,8826825919fffff
3.020892029209802,1,1,2016,2016-01-01,882682591bfffff
3.606094715144583,1,1,2016,2016-01-01,882682591dfffff
4.117670001053661,1,1,2016,2016-01-01,8826825921fffff
3.129091450829242,1,1,2016,2016-01-01,8826825923fffff
4.8568347234471405,1,1,2016,2016-01-01,8826825925fffff
3.4944731891944065,1,1,2016,2016-01-01,8826825927fffff
4.107099949604773,1,1,2016,2016-01-01,8826825929fffff
3.7903633550800504,1,1,2016,2016-01-01,882682592bfffff
4.163753579296875,1,1,2016,2016-01-01,882682592dfffff
3.5204642815318907,1,1,2016,2016-01-01,8826825931fffff
3.345426361220456,1,1,2016,2016-01-01,8826825933fffff
3.3207031247714136,1,1,2016,2016-01-01,8826825935fffff
2.743505253271386,1,1,2016,2016-01-01,8826825937fffff
3.3295225042945926,1,1,2016,2016-01-01,8826825939fffff
3.6096540378656585,1,1,2016,2016-01-01,882682593bfffff
3.598698203125755,1,1,2016,2016-01-01,882682593dfffff
4.572942170538914,1,1,2016,2016-01-01,8826825941fffff
2.811521452765389,1,1,2016,2016-01-01,8826825943fffff
3.620061398810556,1,1,2016,2016-01-01,8826825945fffff
4.245150405503012,1,1,2016,2016-01-01,8826825947fffff
3.908053512931259,1,1,2016,2016-01-01,8826825949fffff
4.237966755444669,1,1,2016,2016-01-01,882682594bfffff
3.6882172829672557,1,1,2016,2016-01-01,882682594dfffff
3.5060278007735532,1,1,2016,2016-01-01,8826825951fffff
3.6890955515079957,1,1,2016,2016-01-01,8826825953fffff
3.1643299092788446,1,1,2016,2016-01-01,8826825955fffff
3.632544793437579,1,1,2016,2016-01-01,8826825957fffff
3.748849666907028,1,1,2016,2016-01-01,8826825959fffff
3.691653420485682,1,1,2016,2016-01-01,882682595bfffff
3.1955095277503522,1,1,2016,2016-01-01,882682595dfffff
3.6625250252710333,1,1,2016,2016-01-01,8826825961fffff
4.04789639751562,1,1,2016,2016-01-01,8826825963fffff
3.603333505592745,1,1,2016,2016-01-01,8826825965fffff
3.8328900103911367,1,1,2016,2016-01-01,8826825967fffff
2.528947889946853,1,1,2016,2016-01-01,8826825969fffff
4.360699332264015,1,1,2016,2016-01-01,882682596bfffff
3.001582587716675,1,1,2016,2016-01-01,882682596dfffff
2.248631303462503,1,1,2016,2016-01-01,8826825981fffff
2.282403335222586,1,1,2016,2016-01-01,8826825983fffff
2.3243175382729566,1,1,2016,2016-01-01,8826825985fffff
2.5720427754860644,1,1,2016,2016-01-01,8826825987fffff
2.4764730059981312,1,1,2016,2016-01-01,8826825989fffff
1.6511488867028592,1,1,2016,2016-01-01,882682598bfffff
3.0478661036273116,1,1,2016,2016-01-01,882682598dfffff
2.3096559299617176,1,1,2016,2016-01-01,8826825991fffff
1.734287032465662,1,1,2016,2016-01-01,8826825993fffff
2.195443829069627,1,1,2016,2016-01-01,8826825995fffff
1.9169038279890998,1,1,2016,2016-01-01,8826825997fffff
2.234260957407839,1,1,2016,2016-01-01,8826825999fffff
2.209337776933423,1,1,2016,2016-01-01,882682599bfffff
2.282969955179443,1,1,2016,2016-01-01,882682599dfffff
2.533015478526196,1,1,2016,2016-01-01,88268259a1fffff
2.6997569684101013,1,1,2016,2016-01-01,88268259a3fffff
3.6646110391270375,1,1,2016,2016-01-01,88268259a5fffff
2.886782567341094,1,1,2016,2016-01-01,88268259a7fffff
3.242177810465341,1,1,2016,2016-01-01,88268259a9fffff
2.8243208161984765,1,1,2016,2016-01-01,88268259abfffff
3.789597424893604,1,1,2016,2016-01-01,88268259adfffff
2.2180928252031427,1,1,2016,2016-01-01,88268259b1fffff
1.8304510352074652,1,1,2016,2016-01-01,88268259b3fffff
3.0762973284508908,1,1,2016,2016-01-01,88268259b5fffff
2.5347916984741254,1,1,2016,2016-01-01,88268259b7fffff
2.552887496496302,1,1,2016,2016-01-01,88268259b9fffff
2.1491167533535354,1,1,2016,2016-01-01,88268259bbfffff
3.0283414722180937,1,1,2016,2016-01-01,88268259bdfffff
3.206325314564188,1,1,2016,2016-01-01,88268259c1fffff
2.7962625414309996,1,1,2016,2016-01-01,88268259c3fffff
3.291900114768234,1,1,2016,2016-01-01,88268259c5fffff
3.2975113046914926,1,1,2016,2016-01-01,88268259c7fffff
3.223470260126796,1,1,2016,2016-01-01,88268259c9fffff
2.897546847360806,1,1,2016,2016-01-01,88268259cbfffff
3.2244843717012506,1,1,2016,2016-01-01,88268259cdfffff
2.3689233340359475,1,1,2016,2016-01-01,88268259d1fffff
2.3710406687497967,1,1,2016,2016-01-01,88268259d3fffff
2.4114236700669345,1,1,2016,2016-01-01,88268259d5fffff
2.385359398324171,1,1,2016,2016-01-01,88268259d7fffff
2.500970038447805,1,1,2016,2016-01-01,88268259d9fffff
2.2464958335544503,1,1,2016,2016-01-01,88268259dbfffff
2.659529533392406,1,1,2016,2016-01-01,88268259ddfffff
3.0956770876263384,1,1,2016,2016-01-01,88268259e1fffff
2.972825168545179,1,1,2016,2016-01-01,88268259e3fffff
2.991602480970405,1,1,2016,2016-01-01,88268259e5fffff
3.4474974009097483,1,1,2016,2016-01-01,88268259e7fffff
